PY,authors,content,first_author,id,majority_rating,rating_1,rating_2,rating_3,rating_39,rating_7,ratings,tags,title,wosarticle__de,wosarticle__wc
2018.0,,"Dioxygen reduction is a key step in low-temperature fuel cell catalysis research and ultimately of sustainable energy conversion technology. Herein, we report a simple strategy to design a cost-effective electrocatalyst comprising MnO2 nanorods on hexagonal boron nitride (h-BN) and their composite with high surface area carbon by a chemical method. The optimized nanocomposite catalyst (MnBN/C-75) exhibits a substantial higher onset potential (E-onset = 0.9 V vs RHE) and limiting kinetic current density (J(L) = 5.6 mA cm(-2)) during the oxygen reduction reaction (ORR) compared to other reported h-BN-based metal-supported or metal-free electrocatalysts. Moreover, this catalyst shows a similar to 4-electron transfer pathway with a low peroxide (HO2-) intermediate yield during electroreduction of oxygen, indicating a single step, first order kinetics as a commercial Pt/C catalyst. Besides, the mass activity of 222 mA mg(-1) calculated at 0.6 V for the MnBN/C-75 catalyst is similar to 21 times higher than that of MnBN (10.4 mA mg(-1)) and slightly lower than Pt/C (239 mA mg(-1) at 0.9 V). Importantly, the MnBN/C-75 nanocomposite reveals a smaller deviation in half-wave potential (Delta E-1/2 = 18 mV) compared to the Pt/C catalyst (Delta E-1/2 = 50 mV) even after 5k potential cycling under similar conditions. The relatively lower ionic diffusion and charge transfer resistance at the electrode/electrolyte interface by the MnBN/C-75 electrode support to our claim regarding a higher electrocatalytic activity. Thus, the presence of Mn3+ ions in the form of MnOOH (during composite formation) along with both h-BN support and KB carbon at the electrode surface contributes immensely in boosting the electrocatalytic activity. Thus, it could be a promising electrocatalyst, if employed in the cathode compartment of low-temperature fuel cells to lead faster ORR kinetics.",,1572885,,,,,,,0,,Hexagonal Boron Nitride-Supported Crystalline Manganese Oxide Nanorods/Carbon: A Tunable Nanocomposite Catalyst for Dioxygen Electroreduction,Hexagonal boron nitride; Manganese oxide; Ketjenblack carbon; Oxygen electroreduction; Fuel cell,"['Chemistry, Multidisciplinary; GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY;', 'Engineering, Chemical']"
2018.0,,"As one of the major problems facing lithium ion batteries, sluggish charge transfer often induces undesirable large resistance, overpotential, and round trip inefficiency of batteries during recharge. The need to improve charge transport kinetics is motivating research into directions that would rely on high quality heterostructure designs, since it is reported that the synergistic effects and as-formed inbuilt electric fields of heterostructures could facilitate charge transport across the heterostructure, as well as enforce interactions between the active phases. Heteromanipulation holds great promise for realizing efficient interconnects between charge transport kinetics and heterostructure designs. However, most previous studies delineate ensemble measurements of a given static heteroelectrode, which do not permit isolating and dissecting the effects of heterostructural manipulation on electrochemical performances individually. Here, by choosing conversion type electrodes as an example and comparing series samples which were collected in the evolution of heterostructures, the effects of heterostructure manipulation toward modifying overpotential and lithium storage capability have been systematically investigated. The results demonstrate that structural features (e.g., robust skeleton, smaller grain sizes, and high quality hybridity) play an important role in engendering faster charge transfer and narrowing overpotential than that at the level of micrometer scales.",,1572886,,,,,,,0,,Heterostructure Manipulation toward Ameliorating Electrodes for Better Lithium Storage Capability,Overpotential; Heterostructure manipulation; Charge transfer kinetics; Hybridity; Lithium ion battery,"['Chemistry, Multidisciplinary; Green & Sustainable Science & Technology;', 'Engineering, Chemical']"
2018.0,,"Viola odorata L. (Violaceae), an Indian medicinal plant, contains a plethora of cyclotides, which are a class of cyclic peptides derived from plants, possessing several applications. Somatic embryo culture of V. odorata was developed, via indirect somatic embryogenesis, to serve as an alternative to natural plant biomass for sustainable and continuous production of its bioactive ingredients, such as cyclotides. Among the various combinations of phytohormones tested, Murashige and Skoog medium supplemented with 1 mg/l thidiazuron gave rise to the maximum frequency of induction (86.7%) and a high number of somatic embryos (3) from an embryogenic callus. Identification and characterization of cyclotides in the somatic embryos were carried out using a Fourier transform mass spectrometer coupled with liquid chromatography (LC-FTMS). Among the cyclotides identified in the study, few were found to be exclusively present in the somatic embryo culture. Furthermore, the relative abundance of the cyclotides was higher in somatic embryo extract than in the natural plant extract. The biological activities (cytotoxic, haemolytic and antimicrobial) of the somatic embryos and the parent plant were compared. Unlike the natural plants, the somatic embryo extracts demonstrated specificity Le. they were found to be potent against cancerous cells but not against non-cancerous cell line or red blood cells. In contrast to the plant extract, the somatic embryos extracts were found to be potent against Escherichia coli and Staphylococcus aureus. These results suggest that somatic embryos of V. odorata (rich in cyclotides) can be used as an alternative to plant biomass for its therapeutic applications and germplasm conservation.",,1573105,,,,,,,0,,Production of bioactive cyclotides in somatic embryos of Viola odorata,Viola odorata L.; Violaceae; Somatic embryo; Cyclotides; Cytotoxic; Haemolytic; Antimicrobial,['Biochemistry & Molecular Biology; Plant Sciences']
2017.0,"Esteves, VPP, Esteves, EMM, Bungenstab, DJ, Feijo, GLD, Araujo, ODF, Morgado, CDV","Economic uncertainties and environmental constraints regarding fossil fuels have encouraged initiatives for renewable energy sources and assessment of their life cycle impacts. Brazil ranks second worldwide in biodiesel production, despite the relatively recent organization of its national chain, marked by the creation of the National Program for Biodiesel Production and Use (PNPB). The Central-West region is responsible for the largest share of biodiesel production (44.4%) and the largest cattle slaughter (37.5%). In this scenario, beef tallow has great potential for expansion of biodiesel production, since it is a byproduct of the chain that, when not properly disposed, presents a considerable environmental burden. This work presents a method for assessing environmental performance that integrates life cycle assessment (LCA) with land use change (LUC) for analysis of the tallow biodiesel production chain. The results are given in terms of increment in annual greenhouse gases (GHG) emissions per hectare related to local tallow biodiesel. The system's boundary covers a representative major cattle farming area in Central-West Brazil. For the LCA segment of the method, five inventory allocations were considered: (i) without allocation, (ii) mass, (iii) market value, (iv) energy and (v) an ""average allocation"", calculated as the mean of mass, market value and energy. The last one is a novel approach proposed in this work, aggregating all the others, which separately result in under or over estimation of impacts. Using the ""average allocation"", the increment in annual GHG emission per hectare from tallow biodiesel production, is 43.2 kg CO(2)eq ha(-1) y(-1). This value is 17% less than the emission increment due to soybean biodiesel (50.2 kg CO(2)eq ha(-1) y(-1)). LUC is responsible for 96% of the emission assessed, which demonstrates the importance of including LUC assessment in life cycle assessment of tallow biodiesel. According to the sensitivity analyses performed, changes from crop to pasture have superior environmental performance among the investigated options. Land use management is essential to preserve the remaining natural areas, making tallow biodiesel more sustainable. (C) 2017 Elsevier Ltd. All rights reserved.","Esteves, VPP",524530,,,,,,,0,,Assessment of greenhouse gases (GHG) emissions from the tallow biodiesel production chain including land use change (LUC),Tallow biodiesel; Life cycle assessment; Inventory allocation; Land use change; Greenhouse gases emissions; Livestock,"['GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY; Engineering, Environmental;', 'Environmental Sciences']"
2018.0,,"Access to water, sanitation, and hygiene (WaSH) services for involuntarily displaced populations is an important component of Sustainable Development Goal 6: achieving universal and equitable access to basic WaSH services by 2030. To date, households have been the main priority in the WaSH sector, and other settings have received less attention. Ensuring that involuntarily displaced persons have adequate WaSH and environmental health services is of critical importance for human rights and development outcomes. The Water Institute at the University of North Carolina (UNC) at Chapel Hill and World Vision organized a side event at the 2017 UNC Water and Health conference to discuss obstacles and opportunities related to improving environmental conditions in orphanages, prisons, and refugee and Internally Displaced Persons (IDP) settlements. Participants discussed the characteristics of each setting in breakout discussion groups, and then came together to discuss the similarities and differences between the three settings. Our goal was to allow common themes and lessons to emerge and to develop recommendations and shape future research. This side event provided an opportunity for participants from different professional backgrounds to share their experiences working with involuntarily displaced populations and discuss ways forward.",,1573107,,,,,,,0,,"Improving environmental conditions for involuntarily displaced populations: water, sanitation, and hygiene in orphanages, prisons, and refugee and IDP settlements",environmental health; orphanages; prisons; refugees; WaSH,['Water Resources']
2018.0,,"The concept of microsites for recruitment is central to plant ecology, but it is unclear whether these sites are abstract constructs or real entities. I hypothesize that, in generally microsite-limited communities, microsites comprise a limiting physical resource for which different species compete. I tested this hypothesis on winter-annual communities on biocrust in the semiarid Northern Negev of Israel, in which most species are microsite-limited, while the dominant grass (Stipa capensis) has overcome this limitation by efficient microsite acquisition and a lack of secondary seed dormancy. I tested whether the dominant suppresses the subordinate species, collectively, during recruitment, rather than during growth. To this end, I conducted a field experiment with three blocks of six plots (6 m x 6 m) with two treatments - mowing in spring 2006 (intershrub, intershrub + shrub patches, and none) and shrub-patch removal (0% or 50% of the patches). I collected data from four seed traps per plot before spring 2007 and from five plant samples per plot at the end of spring. Mowing significantly reduced both seed and plant density of the dominant species, reflecting seed-limited recruitment, and increased subordinate plant density by competitive release. Multiple regressions of per-plant and per-gram effects and responses showed that competition was a direct effect of the dominant's density. Total and per-group biomass was proportional to density, implying density-independent per capita growth. Subordinate species number also increased with their density, due to the sample-size effect. These findings indicate that the seed-limited dominant diffusely suppresses the subordinates during recruitment, supporting the microsite competition hypothesis. The shift from growth resources to microsites extends the role of inter-specific competition along productivity and disturbance gradients, and highlights the asymmetric relationship between the two kinds of competition, as microsite competition is only observable if initial abundances are not overshadowed by density-dependent growth and mortality. The findings also demonstrate that (1) lacking secondary seed dormancy is an evolutionarily stable strategy in dryland annuals, alongside seed dormancy in microsite-limited species, and (2) biomass removal (e.g., by herbivory) increases small-scale biodiversity, enhancing the sustainability of dryland grazing, but without compensatory growth.",,1573108,,,,,,,0,,Competition for microsites during recruitment in semiarid annual plant communities,annual plants; biocrust; cascading effects; density-independent growth; diffuse competition; microsite acquisition; microsite limitation; secondary seed dormancy; seed-limited recruitment; semiarid shrubland; Stipa capensis,['Ecology']
2018.0,,"This article explores the possible effects of group-based life design-related counselling on the sense of self of female adolescent peer supporters. Convenience and purposive sampling were used to select 24 participants at a private school (mean age = 16.5 years; standard deviation = 6.4 months). A parallel interactive mixed-method design, embedded in an intervention framework, was used to gather data. The Wilcoxon signed-rank test was used to compare pre- and post-test scores obtained on the Career Adapt-Abilities Scale and the Resiliency Scales for Children and Adolescents. Strong evidence of change was found on the Control scale (Career Adapt-Abilities Scale) and on the scales of Mastery, Self-efficacy, and Comfort (Resiliency Scales for Children and Adolescents). The results suggest that group-based intervention programmes, when based on self-construction and life design principles, could serve as a viable intervention process for adolescent girls during their discovery of a unique sense of self. Future research should focus on the question of sustainability of the newly gained sense of self due to participation in the life design-related programme.",,1573109,,,,,,,0,,Enhancing the sense of self of peer supporters using life design-related counselling,Adolescence; group-based intervention; life design-related counselling; peer supporters; sense of self,"['Psychology, Multidisciplinary']"
2018.0,,"Three-dimensional molybdenum disulfide (MoS2) nanosheets grew on reduced graphene oxide/single-walled carbon nanotubes (GNTs). The resulting reduced graphene oxide/single-walled carbon nanotube/MoS2 (GNT-M) hybrid nanocomposites were used as efficient counter electrodes (CEs) in dye-sensitized solar cells (DSSCs). The microstructural details of the nanohybrids were characterized by transmission electron microscopy (TEM) and field emission scanning electron microscopy (SEM), which showed an intertwined structure with an abundance of exposed active sites on the edge. X-ray diffraction and Raman spectroscopy were used to further confirm the binding of MoS2/GNT and the nanostructures. The composite electrode-based DSSCs with GNT-M10 showed a maximum power conversion efficiency of 8.01%, which is higher than that of a Pt CE (7.21%). Furthermore, GNT-M10 performed stably in the 1 week continuous test. Such excellent photoelectric performance can be attributed to the fact that MoS2 nanosheets with a 3D structure have more exposed active sites to promote the reduction and regeneration of I-3(-) ions and the superior electrical conductivity of graphene and single-walled carbon nanotubes.",,1573110,,,,,,,0,,Three-Dimensional MoS2-Nanosheet-Based Graphene/Carbon Nanotube Aerogel as a Pt-Free Counter Electrode for High-Efficiency Dye-Sensitized Solar Cells,Molybdenum disulfide; Graphene; Single-walled carbon nanotubes; Counter electrode,"['Chemistry, Multidisciplinary; Green & Sustainable Science & Technology;', 'Engineering, Chemical']"
2018.0,,"We investigate the linkages between speculation and resilience in resource-based communities (boomtowns) susceptible to economic swings (boom/bust) and reflect on the actual and possible roles of spatial planning to stabilize communities under conditions of boom, bust and speculation. We use a nested case study method, where the Western Canadian provinces of Alberta and British Columbia are investigated more in detail through semi-structured interviews (N = 145) in 12 case communities. We argue that spatial planning must be understood broadly to discern its effects on community resiliency, with resiliency understood as the coordination of spatial organization. Planning, then, is crucial at two stages of development: in the choice of a settlement model and afterwards in the spatial embodiment of that model. We further highlight the importance of expectations and managing expectations in understanding and re-thinking the linkages between speculation and resilience, and the importance of associated ideologies in risk assessment and conceptualizations of resilience.",,1573111,,,,,,,0,,"Speculation, planning, and resilience: Case studies from resource-based communities in Western Canada",Boom and bust; Sustainability; Planning; Resilience; Resource-based communities,['Economics; Regional & Urban Planning']
2018.0,,"Catalytic transformation of biomass-derived 5-hydroxymethylfurfural (HMF) into a series of high-value derivatives, such as 2,5-diformylfuran, 5-hydroxymethyl-2-furancarboxylic acid, 5-formyl-2-furancarboxylic acid, 2,5-furandicarboxylic acid, 2,5-dihydroxymethylfuran, 5-alkanoyloxymethylfurfural, 5,5-bis (hydroxymethyl)furoin and 5-hydroxymethylfurfurylamine, is a very important research field in the biorefinery process. For a long time, chemocatalytic pathways have been the main transformation methods of HMF, and so, they have been widely studied in recent years. However, considering some unavoidable issues of chemocatalytic pathways, biocatalytic pathways with many advantages, such as higher selectivity, gentler condition, lower investment and environmental friendliness, should be a promising alternative, and unfortunately, they have not yet attracted enough attention until now. To better understand the current research status, this review primarily retrospects and describes the discovery and development of biocatalytic transformation of HMF, and then systematically summarizes and discusses the latest studies and advancements on the biocatalytic transformation of HMF through oxidation, reduction, esterification, carboligation and amination in the presence of the corresponding enzymes or whole-cells. Furthermore, this review also proposes a few possible research trends in the future studies, aiming at providing a few helpful and feasible references and supports for the biocatalytic transformation of HMF in much more economical and effective ways.",,1573106,,,,,,,0,,Biocatalytic Transformation of 5-Hydroxymethylfurfural into High-Value Derivatives: Recent Advances and Future Aspects,Biomass; 5-Hydroxymethylfurfural; Biotransformation; Enzymes; Whole-cells; High-value derivatives,"['Chemistry, Multidisciplinary; Green & Sustainable Science & Technology;', 'Engineering, Chemical']"
2018.0,,"BACKGROUND Increasing environmental and energy concerns are pushing the development of a bio-based economy, employing highly reproducible, sustainable and green biomanufacturing methods. Here a potential building block 5-aminovalerate for polymer synthesis has been produced from l-lysine. RESULTS l-lysine alpha-oxidase from Scomber japonicas was overexpressed in BL21(DE3); a lysine degradation gene was knocked out to strengthen this process in the microbe. The additions of ethanol and hydrogen peroxide significantly enhanced the production of 5-aminovalerate. The recombinant Escherichia coli CJ02 strain was cultured in a medium containing 20 g L-1 glucose, 10 g L-1 l-lysine, 4% (v/v) ethanol and 10 mM H2O2, producing 5.61 g L-1 5-aminovalerate with a yield of 0.56 g g(-1). Compared with the original producer, this titre represents an 18-fold increase. Excellently, 29.12 g L-1 5-aminovalerate could be achieved with a yield of 0.44 g g(-1) in a 5 L fermenter. CONCLUSION This biotechnological 5-aminovalerate production demonstrates a simple, economic, and green technology to replace the ubiquitous chemical synthesis. More importantly, this strategy of adding ethanol to increase protein expression is not only an efficient process for the production of 5-aminovalerate, but also might be used in the production of other high value-added chemicals. (c) 2018 Society of Chemical Industry",,1573113,,,,,,,0,,Enhanced 5-aminovalerate production in Escherichia coli from l-lysine with ethanol and hydrogen peroxide addition,bio-manufacturing; l-lysine; 5-Aminovalerate; ethanol; hydrogen peroxide; green technology,"['Biotechnology & Applied Microbiology; Chemistry, Multidisciplinary;', 'Engineering, Environmental; Engineering, Chemical']"
2018.0,,"RNA is a biopolymer of high relevance in the biopharmaceuticals field and in fundamental and applied research; however, preservation of RNA stability is still a remarkable challenge. Herein, we demonstrate the enhanced potential of aqueous solutions of self-buffering cholinium-based Good's buffers ionic liquids (GB-ILs), at 20 and 50% (w/w), as alternative preservation media of recombinant small RNAs. The thermal stability of RNA is highly enhanced by GB-ILs, with an increase of 14 degrees C in the biopolymer melting temperature-the highest increase observed to date with ILs. Most GB-ILs investigated improve the stability of RNA at least up to 30 days, both at 25 degrees C and at 4 degrees C, without requiring the typical samples freezing. Molecular dynamics simulations were applied to better understand the molecular-level mechanisms responsible for the observed RNA improved stability. The number of IL cations surrounding the RNA chain is similar, yet with differences found for the IL anions, which are responsible for the overall charge of the biopolymer first solvation sphere. No cytotoxicity of the studied solutions containing RNA and ILs at 20% (w/w) was observed onto two distinct human cell lines, reinforcing their potential to act as preservation media when foreseeing biopharmaceutical applications. Finally, RNA was successfully recovered from the ILs aqueous solutions, without changes in its structural integrity, and the ILs were successfully recycled and reused.",,1573114,,,,,,,0,,Cholinium-Based Good's Buffers Ionic Liquids as Remarkable Stabilizers and Recyclable Preservation Media for Recombinant Small RNAs,Nucleic acids; Recombinant RNA; Ionic liquids; Good's buffers; Stability; Recyclable media,"['Chemistry, Multidisciplinary; GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY;', 'Engineering, Chemical']"
2018.0,,"Cellulose beads consist of natural polysaccharide fibers and are widely used in various industrial materials and applications. Nevertheless, the key challenge is how to effectively avoid the tedious preparation process and environmentally harmful chemicals that exist in traditional fabrication routes. This study proposes a green and facile route to fabricate porous cellulose beads by selecting bamboo fibers as raw material. Without a tedious multistep process (dissolution, emulsification, and regeneration) and environmentally harmful solvents, porous cellulose beads were formed directly on bamboo fibers under aqueous phase with sodium periodate. Varied methods of SEM, XRD were applied to characterize porous cellulose beads at different fabrication stages. By this investigation, the feasible mechanism toward spherical cellulose formation was raised. After being modified with glycine, the cellulose beads were evaluated by means of adsorption isotherm and kinetics for investigating their adsorption potential by using Co2+ and Cu2+ as probes. All of the results illustrated that the porous cellulose beads by this strategy showed excellent adsorption efficiency for the removal of metal ions from wastewater.",,1573112,,,,,,,0,,One-Step Growth of Porous Cellulose Beads Directly on Bamboo Fibers via Oxidation-Derived Method in Aqueous Phase and Their Potential for Heavy Metal Ions Adsorption,Porous cellulose beads; Bamboo fibers; Green chemistry; Adsorption; Adsorbent,"['Chemistry, Multidisciplinary; Green & Sustainable Science & Technology;', 'Engineering, Chemical']"
2018.0,,"Future sustainability of road transportation will require substantial improvement in the efficient use of energy by road vehicles. As new technologies being deployed reduce total vehicle energy consumption, the contribution of tyre rolling resistance to total energy consumption continues to increase. For this reason tyre rolling-resistance is starting to drive the focus of many tyre developments nowadays. This is because the rolling-resistance can be responsible for 20-30% of the total vehicle fuel consumption. Thus, lowering the rolling-resistance would help to reduce the fuel consumption (i.e. CO2, NOx and hydrocarbon emissions) and hence improve the environment greatly given the large number of vehicles used globally. It is found that the primary source of the rolling-resistance is the tyre deformational behaviour (i.e. hysteresis damping) which can account for 80-95% of the total rolling-resistance. This paper reviews the state of the art in tyre design, research and development for lower rolling-resistance, with focus on the primary source for the rolling-resistance (i.e. mechanical hysteresis damping), from three perspectives: the structural lay-up; the dimensional features; and the materials compound(s) of the tyre.",,1573116,,,,,,,0,,Developments in tyre design for lower rolling resistance: A state of the art review,Automotive materials; fuel efficiency/economy; rolling resistance; tyre design; tyre dynamics; vehicle wheels/tyres,"['Engineering, Mechanical; Transportation Science & Technology']"
2018.0,,"The aim of this study was to establish the levels of well-being of South African psychologists by implementing a mixed method research design. Positive psychology was used as framework as psychosocial well-being is a core concept in this exciting subdiscipline in psychology. In the quantitative part of the study, participants (n = 279) completed questionnaires consisting of four standardised measures of well-being (The Mental Health Continuum Short Form, The Wagnild Resilience Scale, Meaningfulness in Life Questionnaire and Affectometer 2). Descriptive statistics, reliability indexes and construct validity were established and frequencies were determined for the constructs flourishing and languishing. In the qualitative part, unstructured interviews were conducted with 14 participants. Thematic analysis was utilised for data analysis. Data were synthesised by identifying areas represented in both data sets and by comparing or contrasting the results. The majority of the participants (93.9%) experienced flourishing and 6.1% experienced languishing. The qualitative data analysis resulted in the identification of four themes namely, work content and work context, relational functioning, self-care practices and personal resources. Based on deductive analysis, meaning, resilience and positive affect were found to contribute positively to the participants' high levels of well-being. South African psychologists' well-being may be the result of possessing strong competencies that sustain their well-being. High scores were also found for presence of meaning, resilience and positive affect. It is recommended that identified competencies and contests as depicted in the qualitative research ought to guide intentional efforts towards sustainable well-being.",,1573117,,,,,,,0,,Exploring a group of South African psychologists' well-being: competencies and contests,Meaning; mixed methods research; positive affect; psychologist; resilience; South African; well-being,"['Psychology, Multidisciplinary']"
2018.0,,"With the constant increase in demand for fuel energy, research on the exploration of renewable energy sources is becoming significantly critical. Herein, photocatalysis for the direct conversion of solar to chemical energy has attracted tremendous attention. In particular, because of the energy band edges mainly formed by p orbitals or s-p hybridized states, resulting in narrow band gaps and highly dispersive band structures, photocatalysts constructed from p-block elements exhibit remarkable visible-light photocatalytic activity. Taking bismuth oxyhalide-based photo catalysts, a typical family of p-block semiconductors, as an example, the following perspective mainly focuses on three significant strategies, including constituent adjustment, vacancy engineering, and the construction of heterostructures, on the design and construction of bismuth-based solar-conversion systems with high efficiencies in terms of H-2 evolution, CO2 reduction, and N-2 fixation. Finally, our thoughts on future challenges to be overcome for the development of advanced photoreduction systems are presented.",,1573118,,,,,,,0,,Photocatalytic Reduction on Bismuth-Based p-Block Semiconductors,Photocatalysis; p-Block semiconductor; Bismuth-based photocatalysts; Photoreduction,"['Chemistry, Multidisciplinary; Green & Sustainable Science & Technology;', 'Engineering, Chemical']"
2018.0,,"According to the United Nations Environment Programme/Mediterranean Action Plan (UNEP/MAP), marine litter is one of the main causes of marine pollution in the Mediterranean Sea and one of the most important threats for its biodiversity. In addition, it is a critical issue with significant implications from an ecological point of view, as well as for human health and safety. The present study provides a focus concerning the mega-litter in a semi-enclosed basin, the Mar Piccolo of Taranto (Southern Italy, Ionian Sea). In this basin, characterized by a suite of anthropic impacts, a specific protocol for the mega-litter removal has been developed according to the Special Commissioner for remediation of the Site of National Interest of Taranto. The application of such protocol proved to be effective in limiting the removals' secondary effects on the biodiversity and on the environment as a whole, allowing a sustainable removal of marine mega-litter. A critical part of such protocol resulted in the translocation of species of conservation interest present on the debris, particularly considering the rich population of the pen shell Pinna nobilis thriving in the area. A total of 7107 specimens were translocated, showing low mortality percentage and high survival rates during 9 months of monitoring.",,1573119,,,,,,,0,,Mega-litter and remediation: the case of Mar Piccolo of Taranto (Ionian Sea),Marine litter; Protected species; Pinna nobilis; Taranto; Mediterranean Sea,['Multidisciplinary Sciences']
2018.0,,"Knowledge of the reproductive cycle in exploited species is important for a sustainable management of fisheries. Standardized scales to assess maturity stages are a fundamental tool to understand the demographic composition of exploited populations. Staging scales for female Norway lobster, Nephrops norvegicus, have been subject to a series of changes, and multiple inconsistent scales are in use in different fisheries regions. A unified, evidence-based scale has not previously been established. We reviewed previous staging scales for the female ovary maturation and propose a revised scale based on the correlation between macroscopic and microscopic ovary characteristics. To provide better-informed tools for future stock assessment, female stages were characterized through external observation on ovary color and size, and the progress of vitellogenesis. This study clarifies several biological phases that were conflated in previous scales. First, we demonstrate how to distinguish between immature ovaries in juvenile females versus the earliest ovary maturation stage in adults. Second, the new scale differentiates between ""mottled"" ovaries seen in two separate biological stages: the spent ovaries that undergo partial resorption in berried females, versus ovaries of females which failed to spawn and undergo full resorption. To ensure consistent application, colors are assessed relative to international standards (RAL/Pantone). This new, practical staging scheme clarifies the correlation between microscopic characteristics and macroscopically observable details in ovary maturation. Adoption of this unified staging scale will improve maturity analyses, help to identify stocks with potentially reduced reproductive capacity, and facilitate broad-scale comparisons.",,1573115,,,,,,,0,,A unified scale for female reproductive stages in the Norway lobster (Nephrops norvegicus): Evidence from macroscopic and microscopic characterization,color assessment; female reproductive cycle; oogenesis; ovary maturation; resorption,['Anatomy & Morphology']
2018.0,,"One of the challenges of energy transitions is implementing governance schemes able to frame socio-technical transformations. This involves aligning the views and interests of diverse actors, guiding and intervening as a means of realizing a long-term vision. Backcasting is a technique often used in sustainability transitions, but its use is relatively new to emerging and developing countries. This paper follows Energy 2050, a long-term policy design exercise developed in Chile. In a country with few mechanisms for energy planning, Energy 2050 was to produce a long-term policy with social legitimacy; a roadmap of interventions leading the transition to a sustainable energy system. We analyse the introduction of novel, future-oriented methods in the Chilean context as a ""policy innovation"", focusing on the trade-offs between long-term thinking and the instrument's immediate value. Focusing on the role of consensus-building, visioning and scenario building, and participation, we show the reflexive relation between promises and expectations, and the process that shapes them, highlighting how expectations about policies shape and limit the way in which futures are imagined and articulated. In this respect, we stress the importance of designing backcasting exercises which consider the political cultures in which they are embedded.",,1573121,,,,,,,0,,Looking back to go forward ? The interplay between long-term futures and political expectations in sustainability transitions in Chile,Backcasting; Policy innovation; Governance; Expectations; Energy transitions,['Economics; Regional & Urban Planning']
2018.0,,"Loess is mainly distributed in arid and semiarid areas of the world, and water is essential and precious in the loess areas. Water is also an important factor inducing various geohazards and soil erosion in the loess areas. The thematic issue of Environmental Earth Sciences was edited to reflect the latest research on water and water-related themes in the loess areas of the world, especially on the Chinese Loess Plateau. This editorial introduced the background and initiative of editing this thematic issue, and it also introduced briefly the water environment projects currently underway on the Chinese Loess Plateau such as the grain for green project, the huge land creation project, and the sponge city project. The papers included in the thematic issue were also introduced to give readers a general understanding of their main research points. Finally, some suggestions to boost further water environment research in the loess areas were put forward. All the papers included in the thematic issue will scientifically support the sustainable socio-economic development in the loess areas of the world.",,1573120,,,,,,,0,,Water resource development and protection in loess areas of the world: a summary to the thematic issue of water in loess,Water quality; Water resources; Soil erosion; Grain for green; Sponge city; Land creation; Loess Plateau,"['Environmental Sciences; Geosciences, Multidisciplinary; Water Resources']"
2018.0,,"Grape pomace (GP) is a major solid waste resulting from the wine industry. GP is rich in structural carbohydrates, lignin, and other components such as oil and polyphenols, products with potential value. One of the major challenges to GP valorization is the lack of technology to fully utilize GP components and minimize waste generation. To overcome this challenge, we developed a novel, integrated process to fully utilize each component of GP for the production of oil, polyphenols, and biochemicals (acetone, butanol, and ethanol; ABE). GP was first subjected to pressurized liquid extraction to recover grape oil and polyphenols sequentially. The solid residue was pretreated with NaOH to partially dissolve lignin and was then hydrolyzed with enzymes to obtain reducing sugars. Finally, those reducing sugars were fermented to ABE by Clostridium beijerinckii. The key process conditions, including polyphenol extraction and pretreatment conditions, were optimized. Under optimized conditions, approximately 71.9 g of oil, 322.8 g of crude polyphenols, and 20.7 g of total ABE were obtained from 1 kg of dry GP. The developed process paved a new way to convert GP to both value-added food ingredients (grape oil and polyphenols) and bulk biochemicals (ABE), along with minimizing waste generation from GP.",,1573122,,,,,,,0,,"Integrated Approach for the Valorization of Red Grape Pomace: Production of Oil, Polyphenols, and Acetone-Butanol-Ethanol",Food waste; Grape oil; Polyphenol; Biofuel; Integrated process,"['Chemistry, Multidisciplinary; Green & Sustainable Science & Technology;', 'Engineering, Chemical']"
2018.0,,"In Glaser heterocoupling reactions, one of the alkyne precursors have to be used in five to ten times of excess. This not only wasted the organic substrate, but also decreased the catalytic efficiency of the metal catalysts. To solve this problem, we prepared a lignosulfonate/dicationic ionic liquid composite via ion exchange process. The thereby obtained materials can be used as catalyst supports for preparing heterogeneous Cu-based catalysts. The supports and the catalysts were characterized by many physicochemical methods including FT-IR, elemental analysis (EA), FSEM, FTEM, XPS, and TG. Interestingly, the catalyst can enrich the alkynol component in the reaction system, thus enabling Glaser heterocoupling reactions of alkynols and phenylacetylenes to proceed well with a low substrate ratio. The substrate scope of the Glaser heterocoupling reaction, enriching effect of the composite support for the alkynol component, and recyclability of the catalyst were also investigated.",,1573124,,,,,,,0,,"Lignosulfonate/Dicationic Ionic Liquid Composite as a Task-Specific Catalyst Support for Enabling Efficient Synthesis of Unsymmetrical 1,3-Diynes with A Low Substrate Ratio",Glaser hetero-coupling; Lignosulfonate; Heterogeneous catalyst; Biomass,"['Chemistry, Multidisciplinary; Green & Sustainable Science & Technology;', 'Engineering, Chemical']"
